|Concept|Class
339|Prior_probability|http://dbpedia.org/ontology/Software
340|Thought_experiment|http://www.w3.org/2002/07/owl#Thing
341|Unimodality|http://www.w3.org/2002/07/owl#Thing
342|Markov_chain|http://www.w3.org/2002/07/owl#Thing
343|Markov_chain|http://dbpedia.org/ontology/Election
344|Measure_(mathematics)|http://www.w3.org/2002/07/owl#Thing
345|Pi|http://www.w3.org/2002/07/owl#Thing
346|Confidence_region|http://www.w3.org/2002/07/owl#Thing
347|Mean|http://www.w3.org/2002/07/owl#Thing
348|Integer_(computer_science)|http://www.w3.org/2002/07/owl#Thing
349|Arithmetic_mean|http://www.w3.org/2002/07/owl#Thing
350|Arithmetic_mean|http://dbpedia.org/ontology/Settlement
351|MATLAB|http://www.w3.org/2002/07/owl#Thing
352|MATLAB|http://dbpedia.org/ontology/Language
353|MATLAB|http://dbpedia.org/ontology/Software
354|MATLAB|http://schema.org/Language
355|MATLAB|http://dbpedia.org/ontology/ProgrammingLanguage
356|Multiplication|http://www.w3.org/2002/07/owl#Thing
357|Number|http://www.w3.org/2002/07/owl#Thing
358|Regression_analysis|http://www.w3.org/2002/07/owl#Thing
359|Regression_analysis|http://dbpedia.org/ontology/Election
360|Sample_mean_and_covariance|http://www.w3.org/2002/07/owl#Thing
361|Sample_mean_and_covariance|http://dbpedia.org/ontology/FootballLeagueSeason
362|Statistics|http://www.w3.org/2002/07/owl#Thing
363|Statistics|http://dbpedia.org/ontology/Book
364|Statistics|http://dbpedia.org/ontology/MusicGenre
365|Algebra|http://www.w3.org/2002/07/owl#Thing
366|Quadratic_form|http://www.w3.org/2002/07/owl#Thing
367|Spectral_theorem|http://www.w3.org/2002/07/owl#Thing
368|Symmetric_matrix|http://www.w3.org/2002/07/owl#Thing
369|Dimension|http://www.w3.org/2002/07/owl#Thing
370|Dimension|http://dbpedia.org/ontology/MusicGenre
371|Norm_(mathematics)|http://www.w3.org/2002/07/owl#Thing
372|Norm_(mathematics)|http://dbpedia.org/ontology/Disease
373|Principal_component_analysis|http://www.w3.org/2002/07/owl#Thing
374|Principal_component_analysis|http://dbpedia.org/ontology/AnatomicalStructure
375|Gene|http://www.w3.org/2002/07/owl#Thing
376|Gene|http://dbpedia.org/ontology/Organisation
377|Random_matrix|http://www.w3.org/2002/07/owl#Thing
378|Scree|http://dbpedia.org/ontology/Book
379|Sparse_PCA|http://dbpedia.org/ontology/TopicalConcept
380|Exponential_family|http://www.w3.org/2002/07/owl#Thing
381|Generalized_linear_model|http://www.w3.org/2002/07/owl#Thing
382|Eta|http://dbpedia.org/ontology/RadioStation
