Model|Accuracy|Params
SVM|0.5518207282913166|(1000, 0.01, 'linear')
SVM|0.5518207282913166|(1000, 0.001, 'linear')
SVM|0.5518207282913166|(1000, 0.0001, 'linear')
RBF|0.5630252100840336|(1, 0.1, 'rbf')
RBF|0.5630252100840336|(1, 0.01, 'rbf')
RBF|0.8095238095238095|(1, 0.001, 'rbf')
RBF|0.773109243697479|(1, 0.0001, 'rbf')
RBF|0.5630252100840336|(10, 0.1, 'rbf')
RBF|0.5630252100840336|(10, 0.01, 'rbf')
RBF|0.8067226890756303|(10, 0.001, 'rbf')
RBF|0.7478991596638656|(10, 0.0001, 'rbf')
RBF|0.5630252100840336|(100, 0.1, 'rbf')
RBF|0.5630252100840336|(100, 0.01, 'rbf')
RBF|0.8067226890756303|(100, 0.001, 'rbf')
RBF|0.7086834733893558|(100, 0.0001, 'rbf')
RBF|0.5630252100840336|(1000, 0.1, 'rbf')
RBF|0.5630252100840336|(1000, 0.01, 'rbf')
RBF|0.8067226890756303|(1000, 0.001, 'rbf')
RBF|0.6890756302521008|(1000, 0.0001, 'rbf')
RF|0.711484593837535|(0, 1, 50, 'gini')
RF|0.7058823529411765|(0, 1, 50, 'entropy')
RF|0.7058823529411765|(0, 1, 50, 'log_loss')
RF|0.7086834733893558|(0, 1, 100, 'gini')
RF|0.7030812324929971|(0, 1, 100, 'entropy')
RF|0.7030812324929971|(0, 1, 100, 'log_loss')
RF|0.7086834733893558|(0, 1, 150, 'gini')
RF|0.7030812324929971|(0, 1, 150, 'entropy')
RF|0.7030812324929971|(0, 1, 150, 'log_loss')
RF|0.7058823529411765|(0, 1, 200, 'gini')
RF|0.7030812324929971|(0, 1, 200, 'entropy')
RF|0.7030812324929971|(0, 1, 200, 'log_loss')
RF|0.7394957983193278|(0, 2, 50, 'gini')
RF|0.7394957983193278|(0, 2, 50, 'entropy')
RF|0.7394957983193278|(0, 2, 50, 'log_loss')
RF|0.7338935574229691|(0, 2, 100, 'gini')
RF|0.7394957983193278|(0, 2, 100, 'entropy')
RF|0.7394957983193278|(0, 2, 100, 'log_loss')
RF|0.7366946778711485|(0, 2, 150, 'gini')
RF|0.7366946778711485|(0, 2, 150, 'entropy')
RF|0.7366946778711485|(0, 2, 150, 'log_loss')
RF|0.7310924369747899|(0, 2, 200, 'gini')
RF|0.7310924369747899|(0, 2, 200, 'entropy')
RF|0.7310924369747899|(0, 2, 200, 'log_loss')
RF|0.7450980392156863|(0, 5, 50, 'gini')
RF|0.7394957983193278|(0, 5, 50, 'entropy')
RF|0.7394957983193278|(0, 5, 50, 'log_loss')
RF|0.7507002801120448|(0, 5, 100, 'gini')
RF|0.7394957983193278|(0, 5, 100, 'entropy')
RF|0.7394957983193278|(0, 5, 100, 'log_loss')
RF|0.7366946778711485|(0, 5, 150, 'gini')
RF|0.742296918767507|(0, 5, 150, 'entropy')
RF|0.742296918767507|(0, 5, 150, 'log_loss')
RF|0.7478991596638656|(0, 5, 200, 'gini')
RF|0.742296918767507|(0, 5, 200, 'entropy')
RF|0.742296918767507|(0, 5, 200, 'log_loss')
RF|0.7058823529411765|(0, 10, 50, 'gini')
RF|0.7563025210084033|(0, 10, 50, 'entropy')
RF|0.7563025210084033|(0, 10, 50, 'log_loss')
RF|0.7338935574229691|(0, 10, 100, 'gini')
RF|0.7366946778711485|(0, 10, 100, 'entropy')
RF|0.7366946778711485|(0, 10, 100, 'log_loss')
RF|0.7366946778711485|(0, 10, 150, 'gini')
RF|0.7338935574229691|(0, 10, 150, 'entropy')
RF|0.7338935574229691|(0, 10, 150, 'log_loss')
RF|0.742296918767507|(0, 10, 200, 'gini')
RF|0.7450980392156863|(0, 10, 200, 'entropy')
RF|0.7450980392156863|(0, 10, 200, 'log_loss')
